Purchasing Document,Item,Order Type,Vendor,Short Text,Currency,Targ.Val. (Hdr),Released Value,Total Open Value,Validity Per. Start,Validity Period End,Purch. organization,MPN material,Net Price,Price unit,Tax Code,Order Unit,Target Quantity,Qty Released to Date,Open Target Quantity,Purchasing Group,Long Text,Salesperson,Deletion indicator
4100001327,50,MK,200357,"FMC-1000M-SC 020 SC,20Km,1310nm,15dB(AC)",USD,0.00,"2,320.00","-2,320.00",2/10/2016,12/31/2016,LK20,5000002489,58.00,1,V0,EA,90,40,50,006,DBN CPE - Fiber Convertors & Patch Codes,,
4100001328,10,MK,201064,LTE U-SIM 32K Native Cards,USD,0.00,"10,000.00","-10,000.00",2/11/2016,6/30/2016,LK20,5000002964,0.20,1,V0,EA,"100,000","50,000","50,000",006,LTE U-SIM 32K Native Card,,
4100001329,10,MK,201007,Cisco ASR 901 Router - TDM+Eth,USD,0.00,"29,940.00","-29,940.00",2/12/2016,6/30/2016,LK20,5000002438,"1,497.00",1,V0,EA,60,20,40,006,DBN - Metro Ethernet - Cisco ASR 901,,
4100001329,20,MK,201007,Cisco1000BS-LX/LH SFP MMF/SMF 1310nm,USD,0.00,"5,032.00","-5,032.00",2/12/2016,6/30/2016,LK20,5000002440,62.90,1,V0,EA,135,80,55,006,DBN - Metro Ethernet - Cisco ASR 901,,
4100001330,10,MK,200788,Local Channel fees,LKR,0.00,"6,000,000.00","-6,000,000.00",1/1/2016,12/31/2016,LK30,,"24,000,000.00",1,W6,AU,1,3,-2,B09,Payment of  wide Angle for providing Cha,,
4100001331,10,MK,200419,Grentech - SGR-P-C2484 Wi-Fi Combiner,USD,0.00,"2,200.00","-2,200.00",2/28/2016,12/31/2016,LK20,5000002449,110.00,1,V0,EA,40,20,20,006,DBN CPE - Grentech - SGR-P-C2484 Wi-Fi C,,
4100001332,10,MK,100540,Book-Inst. Pymnt Plan Agr for Cust Rcvry,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001193,366.30,1,W4,EA,300,0,300,F05,Admin Printing and Merchandising rate ca,,
4100001332,20,MK,100540,Book-Inst. Pymnt Plan Agr for Cust Rcvry,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001193,331.65,1,W4,EA,300,0,300,F05,Admin Printing and Merchandising rate ca,,
4100001332,30,MK,100540,Sticker-Faulty Sticker,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001184,0.79,1,W4,EA,"50,000",0,"50,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,40,MK,100540,Sticker-Faulty Sticker,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001184,0.69,1,W4,EA,"50,000",0,"50,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,50,MK,100540,Sticker-TX Link Information,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002014,1.09,1,W4,EA,"10,000",0,"10,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,60,MK,100540,Sticker-TX Link Information,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002014,0.99,1,W4,EA,"10,000",0,"10,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,70,MK,100540,Book-Manual Invoice,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002018,346.50,1,W4,EA,600,0,600,F05,Admin Printing and Merchandising rate ca,,
4100001332,80,MK,100540,Book-Manual Invoice,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002018,277.20,1,W4,EA,600,0,600,F05,Admin Printing and Merchandising rate ca,,
4100001332,90,MK,100540,Book-Invoice 5 Ply (BIA),LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001236,792.00,1,W4,EA,10,0,10,F05,Admin Printing and Merchandising rate ca,,
4100001332,100,MK,100540,Book-Invoice 5 Ply (BIA),LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001236,762.30,1,W4,EA,10,0,10,F05,Admin Printing and Merchandising rate ca,,
4100001332,110,MK,100540,Pad-Transport Application Form,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001425,87.47,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,120,MK,100540,Pad-Transport Application Form,LKR,0.00,"24,801.00","-24,801.00",2/29/2016,5/25/2016,LK00,4000001425,82.67,1,W4,EA,250,300,-50,F05,Admin Printing and Merchandising rate ca,,
4100001332,130,MK,100540,Book-Site Key Handling Register,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001400,268.40,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,140,MK,100540,Book-Key Registry Book,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001263,331.65,1,W4,EA,100,0,100,F05,Admin Printing and Merchandising rate ca,,
4100001332,150,MK,100540,Book-Service Pass Registry Book,LKR,0.00,"8,984.50","-8,984.50",2/29/2016,5/25/2016,LK00,4000001264,179.69,1,W4,EA,100,50,50,F05,Admin Printing and Merchandising rate ca,,
4100001332,160,MK,100540,Book-Service Pass Registry Book,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001264,160.88,1,W4,EA,100,0,100,F05,Admin Printing and Merchandising rate ca,,
4100001332,170,MK,100540,Book-Visitor In/Out Register,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001109,178.70,1,W4,EA,100,0,100,F05,Admin Printing and Merchandising rate ca,,
4100001332,180,MK,100540,Book-Visitor In/Out Register,LKR,0.00,"15,989.00","-15,989.00",2/29/2016,5/25/2016,LK00,4000001109,159.89,1,W4,EA,100,100,0,F05,Admin Printing and Merchandising rate ca,,
4100001332,190,MK,100540,Book-Entry Register for restricted Areas,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001326,163.35,1,W4,EA,100,0,100,F05,Admin Printing and Merchandising rate ca,,
4100001332,200,MK,100540,Book-Entry Register for restricted Areas,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001326,153.45,1,W4,EA,100,0,100,F05,Admin Printing and Merchandising rate ca,,
4100001332,210,MK,100540,Book-Daily Security Attendance,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000385,153.45,1,W4,EA,50,0,50,F05,Admin Printing and Merchandising rate ca,,
4100001332,220,MK,100540,Book-Daily Security Attendance,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000385,138.60,1,W4,EA,50,0,50,F05,Admin Printing and Merchandising rate ca,,
4100001332,230,MK,100540,Pad-Advance Settlement Pad,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000002,89.25,1,W4,EA,200,0,200,F05,Admin Printing and Merchandising rate ca,,
4100001332,240,MK,100540,Book-Stock Order Form,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000403,183.15,1,W4,EA,150,0,150,F05,Admin Printing and Merchandising rate ca,,
4100001332,250,MK,100540,Book-Stock Order Form,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000403,154.29,1,W4,EA,150,0,150,F05,Admin Printing and Merchandising rate ca,,
4100001332,260,MK,100540,Receipt Books-Temprary receipts,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001447,168.30,1,W4,EA,70,0,70,F05,Admin Printing and Merchandising rate ca,,
4100001332,270,MK,100540,Receipt Books-Temprary receipts,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001447,158.40,1,W4,EA,70,0,70,F05,Admin Printing and Merchandising rate ca,,
4100001332,280,MK,100540,Book-Manual Invoice,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002018,363.03,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,290,MK,100540,Book-Manual Invoice,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002018,325.22,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,300,MK,100540,Book-Recovery Officer's Customer Visit,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001196,184.73,1,W4,EA,400,0,400,F05,Admin Printing and Merchandising rate ca,,
4100001332,310,MK,100540,Book-Recovery Officer's Customer Visit,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001196,156.02,1,W4,EA,400,0,400,F05,Admin Printing and Merchandising rate ca,,
4100001332,320,MK,100540,Book-Pre Paid Invoices,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001021,188.10,1,W4,EA,150,0,150,F05,Admin Printing and Merchandising rate ca,,
4100001332,330,MK,100540,Book-Pre Paid Invoices,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001021,158.40,1,W4,EA,150,0,150,F05,Admin Printing and Merchandising rate ca,,
4100001332,340,MK,100540,Envelopes-9x4 DTPLC Window,LKR,0.00,"44,100.00","-44,100.00",2/29/2016,5/25/2016,LK00,4000000393,2.94,1,W4,EA,"32,500","15,000","17,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,350,MK,100540,Envelopes-9x4 DTPLC Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000393,2.76,1,W4,EA,"32,500",0,"32,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,360,MK,100540,Envelopes-9x4 DTPLC W/O Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000392,2.78,1,W4,EA,"12,500",0,"12,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,370,MK,100540,Envelopes-9x4 DTPLC W/O Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000392,2.16,1,W4,EA,"12,500",0,"12,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,380,MK,100540,Envelopes-9x12 W/O Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001316,8.91,1,W4,EA,"6,000",0,"6,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,390,MK,100540,Envelopes-9x12 W/O Window,LKR,0.00,"41,580.00","-41,580.00",2/29/2016,5/25/2016,LK00,4000001316,6.93,1,W4,EA,"6,000","6,000",0,F05,Admin Printing and Merchandising rate ca,,
4100001332,400,MK,100540,Envelopes -9x12 Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000388,13.86,1,W4,EA,"5,000",0,"5,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,410,MK,100540,Envelopes -9x12 Window,LKR,0.00,"29,920.00","-29,920.00",2/29/2016,5/25/2016,LK00,4000000388,7.48,1,W4,EA,"5,000","4,000","1,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,420,MK,100540,Envelopes-9x4.5 DTPLC Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001350,5.19,1,W4,EA,"5,000",0,"5,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,430,MK,100540,Envelopes-9x4.5 DTPLC Window,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001350,3.81,1,W4,EA,"5,000",0,"5,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,440,MK,100540,Envelops-9x6.5 Window Priority Dialog,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002019,4.85,1,W4,EA,"17,500",0,"17,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,450,MK,100540,Envelops-9x6.5 Window Priority Dialog,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002019,4.06,1,W4,EA,"17,500",0,"17,500",F05,Admin Printing and Merchandising rate ca,,
4100001332,460,MK,100540,Letter Heads-Corporate-Bianco,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000148,9.09,1,W4,EA,"3,000",0,"3,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,470,MK,100540,Letter Heads-Corporate-Bianco,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000148,8.14,1,W4,EA,"3,000",0,"3,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,480,MK,100540,Letter Heads-Intrntional Services-Bianco,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001081,11.88,1,W4,EA,"2,000",0,"2,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,490,MK,100540,Letter Heads-Intrntional Services-Bianco,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001081,8.66,1,W4,EA,"2,000",0,"2,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,500,MK,100540,Business Cards,LKR,0.00,"107,250.00","-107,250.00",2/29/2016,5/25/2016,LK00,4000001605,3.30,1,W4,EA,"39,950","32,500","7,450",F05,Admin Printing and Merchandising rate ca,,
4100001332,510,MK,100540,Business Cards–Sales Staff,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001987,3.30,1,W4,EA,"120,000",0,"120,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,520,MK,100540,Business Cards - Enterprise Staff,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002369,3.30,1,W4,EA,"43,050",0,"43,050",F05,Admin Printing and Merchandising rate ca,,
4100001332,530,MK,100540,Book-Temporary Invoice for N&E cards,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001378,398.62,1,W4,EA,50,0,50,F05,Admin Printing and Merchandising rate ca,,
4100001332,540,MK,100540,Sticker-Vehicle (Round),LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002020,123.75,1,W4,EA,350,0,350,F05,Admin Printing and Merchandising rate ca,,
4100001332,550,MK,100540,Sticker-Vehicle (Round),LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002020,113.85,1,W4,EA,350,0,350,F05,Admin Printing and Merchandising rate ca,,
4100001332,560,MK,100540,Book - Debt Collector Receipt Book,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002411,184.73,1,W4,EA,200,0,200,F05,Admin Printing and Merchandising rate ca,,
4100001332,570,MK,100540,Book - Debt Collector Receipt Book,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002411,156.02,1,W4,EA,200,0,200,F05,Admin Printing and Merchandising rate ca,,
4100001332,580,MK,100540,eZ Cash Welcome Letters - English,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002786,1.32,1,W4,EA,"200,000",0,"200,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,590,MK,100540,eZ Cash Application Form - English,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002663,158.40,1,W4,EA,"1,000",0,"1,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,600,MK,100540,Envelopes-9.5x4.5 Thraya,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000394,6.78,1,W4,EA,"4,000",0,"4,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,610,MK,100540,Book-DTV Team Daily Installation,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002024,383.35,1,W4,EA,"1,000",0,"1,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,620,MK,100540,Letter Heads-DTV-Bianco,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002027,10.39,1,W4,EA,"3,000",0,"3,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,630,MK,100540,Pad - DTV Daily Planer,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002200,5.94,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,640,MK,100540,Pad - DTV Daily Planer,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002200,4.95,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,650,MK,100540,"DIS (N - 11,250) - Conn Fee - Distribut",LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,7000000985,4.00,1,W4,EA,"20,000",0,"20,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,660,MK,100540,"DIS (N - 11,250) - Conn Fee - Distribut",LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,7000000985,3.00,1,W4,EA,"20,000",0,"20,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,670,MK,100540,STD-Connection Fees Stand-Dealer,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,7000000988,5.50,1,W4,EA,"10,000",0,"10,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,680,MK,100540,STD-Connection Fees Stand-Dealer,LKR,0.00,"33,000.00","-33,000.00",2/29/2016,5/25/2016,LK00,7000000988,3.30,1,W4,EA,"10,000","10,000",0,F05,Admin Printing and Merchandising rate ca,,
4100001332,690,MK,100540,Voucher - DBN Payment Voucher,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002229,1.22,1,W4,EA,"15,000",0,"15,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,700,MK,100540,Voucher - DBN Payment Voucher,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002229,1.15,1,W4,EA,"15,000",0,"15,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,710,MK,100540,Applications-Post Paid (English),LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001024,133.10,1,W4,EA,"1,300",0,"1,300",F05,Admin Printing and Merchandising rate ca,,
4100001332,720,MK,100540,Applications-Post Paid (English),LKR,0.00,"98,560.00","-98,560.00",2/29/2016,5/25/2016,LK00,4000001024,123.20,1,W4,EA,"1,300",800,500,F05,Admin Printing and Merchandising rate ca,,
4100001332,730,MK,100540,Form-Request For Modification,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001451,130.90,1,W4,EA,"2,750",0,"2,750",F05,Admin Printing and Merchandising rate ca,,
4100001332,740,MK,100540,Form-Request For Modification,LKR,0.00,"379,500.00","-379,500.00",2/29/2016,5/25/2016,LK00,4000001451,126.50,1,W4,EA,"2,750","3,000",-250,F05,Admin Printing and Merchandising rate ca,,
4100001332,750,MK,100540,Form-Req for IDD/ Premiere Roaming/SMS,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001035,4.40,1,W4,EA,"4,200",0,"4,200",F05,Admin Printing and Merchandising rate ca,,
4100001332,760,MK,100540,Form-Req to Comb 2Mob. Nos with 1Sim Crd,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001034,178.20,1,W4,EA,600,0,600,F05,Admin Printing and Merchandising rate ca,,
4100001332,770,MK,100540,Form-Roaming Facility-No Deposit,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001197,3.19,1,W4,EA,"3,000",0,"3,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,780,MK,100540,Form-Detailed Bill Copy Request For Unra,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000387,421.30,1,W4,EA,400,0,400,F05,Admin Printing and Merchandising rate ca,,
4100001332,790,MK,100540,Form-Detailed Bill Copy Request For Unra,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000387,435.60,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,800,MK,100540,Form-Detailed Bill Copy Request For Unra,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000387,421.30,1,W4,EA,250,0,250,F05,Admin Printing and Merchandising rate ca,,
4100001332,810,MK,100540,Form-Easy Payment Scheme,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001984,189.20,1,W4,EA,"1,200",0,"1,200",F05,Admin Printing and Merchandising rate ca,,
4100001332,820,MK,100540,Application-Corp. Account Registr. Form,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001192,277.20,1,W4,EA,700,0,700,F05,Admin Printing and Merchandising rate ca,,
4100001332,830,MK,100540,Applications-Kit Tamil,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001019,52.80,1,W4,EA,"1,000",0,"1,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,840,MK,100540,Form-Detailed Bill Copy Request For Unra,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000387,435.60,1,W4,EA,600,0,600,F05,Admin Printing and Merchandising rate ca,,
4100001332,850,MK,100540,Envelopes-9.5x4.5 Thraya,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000000394,6.98,1,W4,EA,"4,000",0,"4,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,860,MK,100540,Business Cards,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001605,3.30,1,W4,EA,"100,000",0,"100,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,870,MK,100540,Business Cards–Sales Staff,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001987,3.30,1,W4,EA,"120,000",0,"120,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,880,MK,100540,Business Cards - Enterprise Staff,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000002369,3.30,1,W4,EA,"60,000",0,"60,000",F05,Admin Printing and Merchandising rate ca,,
4100001332,890,MK,100540,Book-In Register,LKR,0.00,0.00,0.00,2/29/2016,5/25/2016,LK00,4000001189,119.10,1,W4,EA,50,0,50,F05,Admin Printing and Merchandising rate ca,,
4100001332,900,MK,100540,Book-In Register,LKR,0.00,"10,583.00","-10,583.00",2/29/2016,5/25/2016,LK00,4000001189,105.83,1,W4,EA,50,100,-50,F05,Admin Printing and Merchandising rate ca,,
4100001333,10,MK,102985,Magnetic Contactor - 40A,LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000008817,"9,750.00",1,W4,EA,125,0,125,021,Supply of Magnetic Contactors and its Ac,,L
4100001333,20,MK,102985,Contactor Coil- 40A (LX1D6P7),LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000008818,"3,000.00",1,W4,EA,250,0,250,021,Supply of Magnetic Contactors and its Ac,,L
4100001333,30,MK,102985,Auxiliary Contact 2NO+2NC(LAD-N22),LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000008824,"1,600.00",1,W4,EA,70,0,70,021,Supply of Magnetic Contactors and its Ac,,L
4100001333,40,MK,102985,Mechanical Interlock (LA9 D50978),LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000008822,"2,700.00",1,W4,EA,50,0,50,021,Supply of Magnetic Contactors and its Ac,,L
4100001334,10,MK,100544,Magn Contactor 40 A-4Pole-LC1-DT60AM7,LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000012965,"12,870.00",1,W4,EA,20,0,20,021,Supply of Magnetic Contactors and its Ac,,L
4100001335,10,MK,101801,ATS Panel with Control Card,LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000007711,"61,000.00",1,W5,EA,18,0,18,021,Supply of ATS Panels and ATS Cards,,L
4100001335,20,MK,101801,Gene Access ATSCard (LocallyFabricated),LKR,0.00,0.00,0.00,3/1/2016,3/1/2017,LK10,1000007799,"18,000.00",1,W5,EA,75,0,75,021,Supply of ATS Panels and ATS Cards,,L
4100001336,10,MK,100320,Internet Card - 29 (Distribution),LKR,0.00,"325,000.00","-325,000.00",12/1/2015,11/30/2016,LK10,7000001534,0.65,1,W6,EA,"1,500,000","500,000","1,000,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,20,MK,100320,Internet Card - 49 (Distribution),LKR,0.00,"15,600,000.00","-15,600,000.00",12/1/2015,11/30/2016,LK10,7000001530,0.65,1,W6,EA,"48,000,000","24,000,000","24,000,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,30,MK,100320,Internet Card - 99 (Distribution),LKR,0.00,"11,700,000.00","-11,700,000.00",12/1/2015,11/30/2016,LK10,7000001532,0.65,1,W6,EA,"36,000,000","18,000,000","18,000,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,40,MK,100320,Internet Card - 199,LKR,0.00,"195,000.00","-195,000.00",12/1/2015,11/30/2016,LK10,7000003512,0.65,1,W6,EA,"1,000,000","300,000","700,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,50,MK,100320,Internet Card - 299 (Distribution),LKR,0.00,"97,500.00","-97,500.00",12/1/2015,11/30/2016,LK10,7000001531,0.65,1,W6,EA,"500,000","150,000","350,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,60,MK,100320,Internet Card 699,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000002383,0.65,1,W6,EA,"250,000",0,"250,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,70,MK,100320,Internet Card - 449,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003513,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,80,MK,100320,Internet Card - 649,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003514,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,90,MK,100320,Internet Card - 949,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003515,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,100,MK,100320,Internet Card - 1449,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003516,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,110,MK,100320,Internet Card - 1949,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003518,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,120,MK,100320,Internet Card - 2949,LKR,0.00,0.00,0.00,12/1/2015,11/30/2016,LK10,7000003519,0.65,1,W6,EA,"25,000",0,"25,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,130,MK,100320,Internet Card - 44,LKR,0.00,"455,000.00","-455,000.00",12/1/2015,11/30/2016,LK10,7000004194,0.65,1,W6,EA,"25,000,000","700,000","24,300,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,140,MK,100320,Internet Card - 94,LKR,0.00,"325,000.00","-325,000.00",12/1/2015,11/30/2016,LK10,7000004195,0.65,1,W6,EA,"20,000,000","500,000","19,500,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001336,150,MK,100320,Internet Card - 94,LKR,0.00,"325,000.00","-325,000.00",12/1/2015,11/30/2016,LK10,7000004196,0.65,1,W6,EA,"15,000,000","500,000","14,500,000",R01,Supply and Deliver Pre Paid Internet Scr,,
4100001337,10,MK,101451,Grandstream GXV-3140 - Video Phones,LKR,0.00,"226,000.00","-226,000.00",3/2/2016,12/31/2016,LK20,5000002480,"28,250.00",1,V0,EA,30,8,22,006,Grandstream GXV-3140 - IP Multimedia Pho,,
4100001338,10,MK,508467,"WIRE ROPE  1/8"" (Guy Wire)",LKR,0.00,0.00,0.00,3/3/2016,12/31/2016,LK20,5000000281,24.50,1,V0,EA,"3,750",0,"3,750",006,DBN Accessories - 508467 Renown Enterpri,,
4100001338,20,MK,508467,Scaffolding Clip,LKR,0.00,0.00,0.00,3/3/2016,12/31/2016,LK20,5000000534,152.00,1,V0,EA,390,0,390,006,DBN Accessories - 508467 Renown Enterpri,,
